genre,artist,song,lyrics
Rock,311,The Great Divide,"It's like I stepped into a dream
I think you know what I mean
a reality break to a place unseen
things come alive stupefied mind quarantined
from sleeping then awaken to somewhere in between
ay, I'm on a cloud parfait
I jump into the valley of the far from mundane
my knees buckle a chuckle chuckle
mutha fucka I get back up
like there never was a scuffleStrange like a tale from Brothers Grimm
they're watching you we can't look at them
living life out here like on a limb
one or the other sink or swim
maximum velocity
yet speeding up so rapidly
there's no where else I'd rather be, for me


Related




 






27 Best Ever Songs From Movie Soundtracks







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

They keep you high, won't let you come down
distract the facts ma'am, that's the plan now
where you work, where you lurk, what you search
climb too much get off of that perch
virtual reality your nightmare
on the grid, kid, getting nowhere
get ahead, leave behind
lose your mind find in time
a nowhere rhymeChemicals up in the atmosphere
another meteor is falling near
buried in the headlines disappear
I'm not the type to live in fear
you dream but I know you're awake
explaining a nightmare you couldn't shake
maybe the kool-aid that you drank today



Photos


































 




We're breaking away from the past
reaching a new plane at last
regardless of what cards get played
no one can keep you afraidUnless you wanna be
you make that choice indubitably
they wanna play my emotions
but I'm like the ocean
too calm to get upset by somebody's notionFuture makers
organ takers
a non-human intelligence is guiding
worlds colliding
far away star system
I string DNA where I need 'emWhat we gonna get with a zero field
gotta have the one to make it real
I tell ya that more will be revealed
the mystery don't bother me
everyday masquerade
there's always too many plans we laid
keep going faster down the grade we madeWe're breaking away from the past
reaching a new plane at last
regardless of what cards get played
no one can keep you afraidWe're always beginning
as sure as we're spinning
for it's never ending from here
after all this time
I am sorry I'm not sorry
hate me later
something greater
than the petty here and nowVenture on
the sketch is not completely drawn
travel wide
it's not hiding inside
venture on
the sketch is not completely drawn
travel wide
its out beyond the great divide




 "
Rock,311,Wildfire,"Start the game, I'm breaking all that came
You know that you have lost at the second you delay
Play the gate, it lies in your biology
Rising up the temperature, useless technology
Park the car and walk under the stars
So goddamn afraid to let down your gua-a-ard
You can see I'm talking bu-bu-but me
That's just what it is like in the wildfireIt's me me me
I am more than what you see
Pouring out my cranium on the m-i-c
I'm gonna come in harder
To the thirsty bringing water
Thought you wanted it to get higher
But you're in the wildfire now


Related




 






26 Best Breakup Songs Of All Time







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

Someone told you that you had no chance
People told us it would never transpire
You could be defeated in advance
Just let them all burn in the wildfireLet me tell you what you might not know
When the chips are down I mean lower than low
You might think this dude won't show
Cause I done robbed Knox and took all the gold
We'll overcome with our squad and we'll get in the mix
And you can pray to your god but your god can't fix
How I look at this world and if I am crying
It's cause I'm at the bigger life and I'm a die laughing
HahaWhether you think you can
Whether you think you can't
Either way you're right
Tell ya whether you think you can
Whether you think you can't
Brother, you're right on



Photos


































 




Someone told you that you had no chance
People told us it would never transpire
You could be defeated in advance
Just let them all burn in the wildfireLife goes on and on
The decisions so many times they make themselves
And in the aftermath
You cannot take it back
Your point of view is everything
That you're making
Rude awakening
Hate to be the one to tell you so
I thought that you should know
Cause that's what I'm here for
Told you I'd never goAnd when the morning comes
You know I'll still be here
One thing you should not fear
Whatever things that come
Through the rain
And the sunshine and the pain
We'll look back and smile
When all is said and been done
When the song is sung




 "
Rock,311,"1,2,3","Related




 






The 18 Greatest Revenge Songs of All Time







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 





Photos


































 








 "
Rock,311,Give Me A Call,"Ooh you draw such pictures in my head
Ooh with so few words I know what you saidUntil the time comes
To carry the one
Make that dream real
And be sure it stays done
So let that thought
Bloom in your mind
A vision that's caught
Never left behind



Related




 






11 Delicious Misheard Lyrics About Food







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

You should just give me a call
You should just give me a callI think about you much more than I should
Now there's a structure nothing had once stood
No more bluffing it's cards on the table time
What it must be we will take it as a signSo just give me a call
So just give me a callSunset and my love left me
winter and I'm so far
In darkness will it lead me
where the meanings areI miss and think of you often
no flowers I forgot them
the weather's the same
nothing happens
no love's a hard lesson



Photos


































 




patience and years will refashion
what hours will undo
and circles not yet quite circles
somehow close true
I keep on hearing all the things that you said
I keep on feeling you go straight to my head
No more bluffing it's cards on the table time
What it must be we will take it as a signSo just give me a call
So just give me a callI call you up but you won't talk to me
No space for words there's just no room
I drift away but you pull me in
I'm the ocean youre the moonOoh how do I know if it's just me
Sometimes I think that it must be
You gotta know you can trust meI think about you much more than I should
Now there's a structure nothing had once stood
No more bluffing it's cards on the table time
What it must be we will take it as a signSo just give me a call
So just give me a call
So just give me a call
So just give me a call




 "
Rock,311,The Night Is Young,"Waiting for the break of dawn to come on
All that time animals become withdrawn
Disbelief in where I'm led by what my head just said
Must be a part of me that wants me dead
But it's contagious
When you're courageous
Just like when you have your pull it goes viral
Knowing just when to listen is the key to survivalThe night is young
The night is young
Don't worry 'bout what may come
The night is young
And we've only just begun


Related




 






23 Boy Band Slow Jams That Made You Believe In Love







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

Refuse to wear a mask a stone I'll make a tone of my own
You know just how I feel as I walk into the unknown
But it's contagious
When you're courageous
Just like when people will borrow your sorrow
The only way to live is like there's no tomorrowNever know what'll get you
I never worry about things that I can't see
Never know what'll set you
Free
Better wait and seeThe night is young
The night is young
Don't worry 'bout what may come
The night is young
And we've only just begun



Photos


































 




Don't let them forget you
Don't let them forget you
There are lies in routine
Don't let them forget you
And leave you stuck in between




 "
Rock,311,Hey You,"You've changed your tune many times, since we met
But I always recognize you, you are part of me
I feel you whether in Jamaica or in the angel city
You're such a gift to me, oohHey you
I gotta tell you my long time friend
I think of all those years you saw me through tears and the good times that we spend
Hey you, you're my constant companion
You always let me explain just what I am sayin' and we've just begunI've got one wish for this music to be an uplift
And I need an uplift to deal
And there are few songs all the people can sing along
And one song, come along and sing it for real, ooh


Related




 






The Best Karaoke Songs Ever, Ranked







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

Hey you
I gotta tell you my long time friend
I think of all those years you saw me through tears and the good times that we spend
Hey you, you're my constant companion
You always let me explain just what I am sayin' and we've just begunAs I wander around
Town to town
Lost and found
When so many others come and go
Your sweetness pulls me throughHey you
I gotta tell you my long time friend
I think of all those years you saw me through tears and the good times that we spend
Hey you, you're my constant companion
You always let me explain just what I am sayin' and we've just begun



Photos


































 




Hey you,
You never turned your back on me
When I gave up on myself
Hey you,
You never turned your back on me
When I gave up on myself
Hey you,
What would the world be like
Without you around
Music,
You're my constant companion




 "
Rock,311,Tribute,"This one is dedicated to the excitable ones
Not the possums playing dead messing with my head
""X"" amount of action, ""X"" amount of games
For years again I tell you the same, ooh, ooh oooGone already to the bored of it all type, lingo
That I'm seein every single night I'm out
Bustin' head for it but yours gets busted right back
Lip split and, I messed up but I got back tryin'Don't bother lying 'bout constant disappointment
But the fun is in the hunt so quit actin' on a frontYou're unmotivated, You're sort of faded
But the remedy is not so get on with what you gotRemember ""Lady of Guadalupe"" The times my mother made mole
After mass we would get home, The girls running to the phone
And I'm in my bedroom the 45 on my record player
Was ""We're In This Love Together""


Related




 






15 Huge Stars Who Were Backup Singers First







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

At the time I never realized how songs haunted
The ones that I heard I played because I wanted
Drawing on my wall from time to time coolin'
Making creatures come alive with no schoolin'When I'm on the microphone
The method that I make is much patience
The method that I make is much patience
I wait for the beat and then I make senseI'm comin' in hot forgot, you definitely got no clue
I'm comin' in hot you got, you definitely got so rude
Boy actin' coy but you got nuts like Almond Joy
I tell ya this is a tributeNo one looks as foolish as the excitable ones
But then again there's no one has as much fun
""X"" amount of action, ""X"" amount of games
For years again I tell you the same, ooh, ooh ooo



Photos


































 




Once I met a man who made nearly no mistakes
He would never bet on a longshot and he'd never bet on a break and
He's condescending and talks gossip galore
But the dude was definitely such a boreHear me now I messed up but I got back trying
Don't bother lying 'bout constant disappointment
But the fun is in the hunt so quit actin' on a frontYeah, unmotivated you're sort faded
But the real man is not the one hiding behind the gunshot, boom!Time travelin' through my memory
There's a younger Doug gazin' at the galaxy
Space trippin' vato of the stars
Searchin' for UFO's from Neptune and MarsOde to an alien I know you're out there
Cosmic lonely heart tell me if you care
I'm listening for your sound, here on the ground
I'm listening for your sound, here on the groundWhen I'm on the microphone
The method that I make is much patience
The method that I make is much patience
I wait for the beat and then I make senseI'm comin' in hot forgot you definitely got no clue
I'm comin' in hot you got you definitely got so rude
Boy actin' coy you got nuts like Almond Joy
I tell ya this is a tributeI'm vexing many mofos but I'm wishing you the best
I keep 'bout half my lyrics and I throw out the rest
Cause fly on by, you can if you want to
The method that makes sense is patience




 "
Rock,311,How Do You Feel?,"I'm all right I feel real light
I don't live a life that's uptight
Where there's fight there's struggling
I can't walk through the world
Without offering questions
What's my direction
Breakin' the grip of depression
There comes a day when you let THINGS go
There comes a time to a rock showYou know the time that you feel
THAT nothing else really matters
You're on the spot in the world
AND you belong
That's where I am when the lights going down
I'll find a way to make some fun
I know that there is a link of energy
To someone


Related




 






23 One Hit Wonders You Still Can't Get Out Of Your Head







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

How do you feel?
Cuz I couldn't ask for
A single thing more
How do you feel?
The moment you know
Just what you are forI'm on a quest with a vision
I've got love and tradition
I wear a mask that grins and laughs
I remember what I've done
I'm a vibe under the sun
I penetrate all dimensions
I've come again
Rejuvenate within
I'm future animation



Photos


































 




I feel the fuel rushing through my veins
It's a burning flame
You could take on the world
It's all in your brainHow do you feel?
Cuz I couldn't ask for
A single thing more
How do you feel?
The moment you know
Just what you are for(bridge)How do you feel?
Cuz I couldn't ask for
A single thing more
How do you feel?
The moment you know
Just what you are forHow do you feel?
Cuz I couldn't ask for
A single thing more
How do you feel?
The moment you know
Just what you are for




 "
Rock,311,Come Original,"Got to
Got toYou got to come original you got to come original
All entertainers come original
You got to come original you got to come original
All entertainers
Hear whyTo come original it ain't nothin' strange
You got to represent you got come full rangeThat's full range of emotion full range of styles
When you come to town you'll have them comin' for milesCome original you got to come original
All entertainers come original
You got to come original you got to come original
All entertainers
Hear why


Related




 






11 Delicious Misheard Lyrics About Food







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

Black Eyed Peas they comin' full range and
NOFX they comin' full range and
Roni Size he's comin' full range
The one Mr. Vegas you know it ain't easyA warning to the crews out there who think they're hot
If you're not original I guess you will get shot
Down by the kids neglectin' your art, the stuff you did
Eventually it get so bad puts you to bed
Cuz when the lightning flashes sweet electricity
All the world then stands revealed with the clarity
Of raw voltage, briefly we see and the hope is
You'll be able to tell just what dope isCome original you got to come original
All entertainers come original
You got to come original you got to come original
All entertainers
Hear why



Photos


































 




Funk slap bass mixed with the dancehall and
Hip-hop beats and punk guitar and
Deadly on the mic is the one SA
The name is 311 and you know it ain't easyThis is not a test there's no time to mope
How you gonna cope with the radioactive isotope
And boss DJ illness upon you now quickly
Infecting you fast upon the airwaves
This message brought to you by the so large system
Activate and attune yourself with mediation
And green plants they've got mad life they're sentient
They're beautiful as you and they like to danceEverything we do we gotta come original
Put your hand up in the air and prepare for battle
Sit upon the rhythm like a tire upon a rim
We do it non-stop and then we do it again
Some of them whine and some of them bitch
They can not do it never switch
Comin' up from the heart and
Delivered with a wild pitch
Sit up on top the rhythm like a wild stallion
This is the ruling systemCome original you got to come original
All entertainers come original
You got to come original you got to come original
All entertainters come original
You got to come original you got to come original
All entertainers come original
You got to come original you got to come original
All entertainersCome original




 "
Rock,311,I'll Be Here Awhile,"Related




 






23 One Hit Wonders You Still Can't Get Out Of Your Head







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 





Photos


































 








 "
Rock,311,Jackpot,"Jackpot, uh split shot
I'm in line doing fine
This snapper I've got the bounty
Blessed with the amount, we
Never guess, the best is yet to come
Came to rock the fucking block
If you don't come new
Then you might get dropped
I think it's strange
The thing's the same, carry on
Season's deranged
Like the one we call will be gone


Related




 






The Best Karaoke Songs Ever, Ranked







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

With the touch of my wand
You are my God, you're my guardian
I hit the jackpot, I'm the lucky one
My fortune endless, never coming undone, uh
Moving, I'm a nomad
Another girl's voice is the noises rad
My treasure is soul, aren't you glad
I get psychedelic with a pen and a padRooming up in NO it's about that critical
Find it difficult to be so analytical
I'm filled with hope
The rope it won't hang you
Sit your ass down and come in rangoon
Right about now it's about that time
You know I crack the coconut and I twist up the lime
I've been on the road like a Seminole warrior
Passing up the tales like the one they wrote the story for



Photos


































 




Woo
Everybody jumpWhat are the chances
The odds must be enhanced
It's a wild card that you threw
Of all the places to end up
It amazes me
After all we've been throughJackpot
All the people say woah
Jackpot
Let me hear you say woah
Jackpot
Uh, what, woah
Give 'em what you got 'til you hit that spot
WoahWe hit the jackpot
The lotto, lucky dot
So the path that we tread
We pave the bars of gold
Now we got it
How we bought it
Sweating from stage to stage
A lot of it
And if we won the chance to dance
And do it all again
We wouldn't change a thing
There is no other end
The pinnacle we reached
We knew it was possible
How we got here
Overcoming obstaclesRight about now it's about that time
You know I crack the coconut and I twist up the lime
I've been on the road like a Seminole warrior
Passing up the tales like the one they wrote the story for
Reside West Coast from the Mid West
Take what you like and fuck all the rest, man
We only enter in one contest
That we made up ourselves
That's to be the 311'estWoo
Everybody jumpWhat are the chances
The odds must be enhanced
It's a wild card that you threw
Of all the places to end up
It amazes me
After all we've been throughWhat are the chances
The odds must be enhanced
It's a wild card that you threw
Of all the places to end up
It amazes me
After all we've been throughJackpot
All the people say woah
Jackpot
Let me hear you say woah
Jackpot
Uh, what, woah
Give 'em what you got 'til you hit that spot
WoahWoo
To the death of dismay
Uh
Disc jock to the truth




 "
Rock,311,Whiskey and Wine,"I know what you're thinking
I know I did you wrong
But I just got this feeling
Baby please hold on
The way we used to dance
We forgot the steps
We both lost our balance
Now I drink to forgetWhiskey and wine
Killing me shot at a time



Related




 






Match These Taylor Swift Songs to Her Ex-Boyfriends







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

You pour the liquor in the cup and then you swirl it around
Cause, you don't remember if you're up or you're down (up or you're down)
A temporary fix
Or moment's elixir
Yeah and I will say
I put my hand up in the air and I won't do it again, naw (put my hand)
Can't promise it because I don't pretend to know (to know what)
What the price I pay
Yeah yeah
Not a remedy for a thing and I will do it again, naw




Photos


































 




Whiskey and wine
Killing me shot at a timeWhiskey and wine
Killing me shot at a time




 "
Rock,311,Do You Right,"Passin' the kind buds.
Kickin' back in the sand in the sun.
To be alive is lovin'.
Where the shore meets the sea
Man I'm hummin' I'm humminI'm free as I stare at the sea.
And I'm not comin' down.
The world is yours once you have found.
The good is to share.
Which is elsewhere.The beauty
of green is where light is now broken
by what it touches.
Remembering
what you once had told me hit home.
And hasn't it always been so.


Related




 






15 Huge Stars Who Were Backup Singers First







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

I'm free as I stare at the sea.
And I'm not comin' down.
The world is yours once you have found.
The good is to share.
Which is elsewhere.Like I said before I'll say it once more.
Knew you would make me feel so good.
Wanna do you right.Can't get enough
This is the stuff
lifes about
and it trips me up
Gonna do you right.



Photos


































 




Bright mornings.
Days when I want so much,
I want nothing
Just this life and no more
Ill come within this world
theres only one for me
shes waiting
Ill soon comeI'm free as I stare at the sea.
And I'm not comin' down.
The world is yours once you have found.
The good is to share.
Which is elsewhere.Like I said before I'll say it once more.
Knew you would make me feel so good.
Wanna do you right.Can't get enough
This is the stuff
lifes about
and it trips me up
Gonna do you right.Free from the burn
the burnin of spite
and, free from the burn
the burn you do me right
No buzz hack, no buzz hack, no buzz hack, no buzz hack
Swing the thing you bring
Now check it out
How could you be so good to me?
How could you be so good to me?
I want to be worth
Want to be worth
Buzz, hack, hack, hack, buzz
yea swing to the thing you bring now check it outLike I said before I'll say it once more.
Knew you would make me feel so good.
Wanna do you right.Can't get enough
This is the stuff
lifes about
and it trips me up
Gonna do you right.




 "
Rock,311,Flowing,"Along the way to close my eyes
I lost where I was going
the more it will spin
the more that I try
to stop my mind flowing away, away
to all that I despise
along the way to close my eyesYou can't be let down if you don't expect the world
expect to lay awake and by your sleeping girl
if somebody cares then there is no way you can tell
cursed consciousness is your private hell


Related




 






The Best Karaoke Songs Ever, Ranked







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

Along the way to close my eyes
I lost where I was going
the more it will spin
the more that I try
to stop my mind flowing away, away
to all that I despise
along the way to close my eyesTick, tick, tick the clock bludgeons your mind
endlessly replaying times that were unkind
go away sun I'm not prepared for you today
it seems you are, it seems you are, huh!




Photos


































 




Along the way to close my eyes
I lost where I was going
the more it will spin
the more that I try
to stop my mind flowing away, away
to all that I despise
along the way to close my eyes




 "
Rock,311,Sick Tight,"Related




 






Songs That Will Make You Cry Uncontrollably







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 





Photos


































 








 "
Rock,311,Homebrew,"Now I know, fools get their own when they chit chat
Haven't heard yet but you can bet I'm not with that
With that talk with the digi walk
I stalk a bird you heard absurd word to the Fact
I'm a cat nippin sippin on the flask
Passin it talking shit but only if your ass
In front of me cause you could run from me but
In the end revenge send ends to the defendant
I can't get get caught in the spiral cause every bit of energy
It goes to my survival out my way
I'm a flicka flacka blotter ya try to find a weakness
But the shit keeps gettin harderFourth of July with Lucy in Sky
I remember pine trees and the coat of many colors
I was nineteen
I'd do anything
Shit like that now scares me but I'd like to do it again
It was Independence day
I've seen the other side and I say
I've been insane
And I won't ever be the same


Related




 






23 Boy Band Slow Jams That Made You Believe In Love







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

Cuz we flow we must be fly
First to flow Nickel my brother, so wise
And then I rise
Here's an ill kid pimpin' cuz he is so slick
Step's from darkness his body electric
A drone buzzes the air a cracklin' tone
Then boomin' like thunder in a cosmic jungle
Deathe defyin; like Knievel he weeble
Words that will wobble awkward and evil
Cuz he flow and rock the hardest of the crowds
A marvel pow how you like me now
I've returned the kiss of death the last Damien
From the abyss fresh eternal alien
Now famished from pathless way I ma, do damage
To the wack MC's I know you can't stand this
Right about now get down I'm the annihilator
Rockin with the rhythm of my rhyme detonator



Photos


































 








 "
Rock,311,Island Sun,"Leaves go down, sometimes they hit the ground
But the cloud is still in the sky
Cause there's a better place to be and it's one you need to see in this lifetime
So get on board and be on your way, whoaSpace to fill
Nothing to do but chill
No one minds if you misbehaveYou gotta come on everyone as we set into the sun
Blending all the flavors only mixing in the perfect ones
A harmony and a beat with boom
Now let me hear it from you



Related




 






Can You Guess The Song By The Emojis?







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

Tell me what you say
You see it all so clearly
There's nowhere on Earth to be
On the open sea
Best believe meTake your frozen heartache, lay it in the island sun
Oh bake it like a snowflake, drink the water it becomes
As it melts awayOut of bounds
Seemingly lost and found
Come around
As we sail awayYou gotta come along with me as we float across the sea
Mixing all the elements with alien technology
A secret message hidden in this tune
Now let me hear it from you



Photos


































 




Tell me what you say
Who's the one that gets you?
Free from all discretions
On the run for you
Could it be me?Take your frozen heartache, lay it in the island sun
Oh bake it like a snowflake, drink the water it becomes
As it melts away




 "
Rock,311,Electricity,"This song started as a rant against haters
But that'd be giving in to the instigators
If there is one thing I'd like to pull off
When someone steps with hate all I do is just scoff
You can't burn me (2x)The same force that flows through every circuit
The juice that's spent everytime you work it
Every life form is based on this simplicity
The soul that you have is electricity



Related




 






Songs That Will Make You Cry Uncontrollably







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

You can't avoid that
Evolution is fact
We're all from the same Lucy
Despite differences you seeI'm in disbelief at what people will believe
All along I thought we had our hearts on our shirtsleeve
If one thing I can say as a piece of advice
Don't believe it till you see it and then see it twice
It's so funny (2x)The same force that flows through every circuit
The juice that's spent everytime you work it
Every life form is based on this simplicity
The soul that you have is electricity



Photos


































 




You can't avoid that
Evolution is fact
We're all from the same Lucy
Despite differences you see
A call out for unity
In every province and city
What do you think we've been saying
Since we first started playing




 "
Rock,311,Count Me In,"I had a tough time getting off that dime
Before I met you I couldn't make up my mind
I was on and off again
I'd say we better bet if we were some kind of friendsCount me in, I made a decision
Count me in, if you're in, I'm in
I know what you're thinking
You know I'm with you, count me in, If you do I doMany years together tell me something is right
Wake up every morning and the feeling is nice
We're not living the dream, we're living the life
Hold to the source well, hold me tightGuarding the flame before it goes out
And it will go out that is no doubt
The circle of everything is what it's about
Ready now I'm about to


Related




 






23 Boy Band Slow Jams That Made You Believe In Love







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

Count me in, I made a decision
Count me in, if you're in I'm in
I know what you're thinking
You know I'm with you, count me in, If you do I doYou know they tried to get me just living in the box
But the second I try, got ideas were blocked
Running in the concert 'cause everything counts
Give me a pen and a pad and I trounce, ooohWatch the moon across the sky
And my thinking is gone
But I don't know why
Till the moon turns to bloodYou and me will go on
We could make war or we could make love
Till I figure out how you know what I'm thinking of
You are under my skin



Photos


































 




Count me in, I made a decision
Count me in, if you're in I'm in
I know what you're thinking
You know I'm with you, count me in, if you do I doI know what you're thinking, you know I'm with you
Count me in, if you do I do




 "
Rock,311,One and the Same,"Thinking about when I was real young
Feeling like I was the only one
Born in the bottom a state of disconnection
Found it wouldn't be so bad
When you would come along for the ride
No one can stop us from crossing the line
All I can say is what I will do
Get out of the way or we are going to
Burn the whole thing down
What we're gonna do nowShow you what it's all aboutCome to find out we're highly indivisible
Gonna find out we're something like invincible
You're just in the way
Cuz someone led you astray
We come from one and the same!


Related




 






Songs That Will Make You Cry Uncontrollably







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

Nothing is vacant
The emptiness feels like it
Can go on and go on
For the distance
An incessant discontent
When your back is up against
A world full of resistanceAll I can say is what I will do
Get out of the way or we are going to
Burn the whole thing down
What we're gonna do nowShow you what it's all aboutCome to find out we're highly indivisible
Gonna find out we're something like invincible
You're just in the way
Cuz someone led you astray
We come from one and the same!



Photos


































 




One and the same means the Yin and Yang comprising everything
Greater than the sum of the parts that's why we got this far
Vital to the survival of the human race
That's why we're letting them know scream in your fucking faceOne and the same
With a bang
Do or die with your mains
Ain't nothing changed
Or so strange
With burning sage in the caves
Can never gauge renegades
Whipping up your parade
No matter age or the decade
We're not lost in a purple hazeCome to find out we're highly indivisible
Gonna find out we're something like invincible
You're just in the way
Cuz someone led you astray
We come from one and the same!




 "
Rock,311,Ebb and Flow,"In the basement waiting for a statement
But station's frequency is vacant
Why don't we go outside
In the break room waiting for a big boom
Smoke haze rising in a big plume
Everyone's dissatisfiedThe pools have dried
The trial's been tried
But the leak's still spilling
They don't know what to do
The flow won't stop
Pressure still won't drop
Tanks are overfilling


Related




 






The 18 Greatest Revenge Songs of All Time







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

Forward we crawl
Backwards we fall
Through the Ebb and the Flow
Living within a dream
Wading through the stream
Beyond the Ebb and FlowUp late to earn the proceeds
All stressed out working til your eyes bleed
Overtime to buy things we don't needYour always on the go
And you're thirty thirty
Gotta make the ends
And get dirty dirty
Will it ever stop
Will it ever end
Is it worthy



Photos


































 




The reality of this
Is you go loco loco
And too much of this way
And you'll go postal postal
Happens all the time get in line
And go comatoseThe moms and pops
Have all closed up shop
And who can blame them
I don't know anyone
The kids just hide
Scared to go outside
And just who can blame themAt times it seems unreal
We can see but we can't feel
And no one's at the wheel
Born here all alone
Growing old with hearts of stone
The lights are on
But no one's homeForward we crawl
Backwards we fall
Through the Ebb and the Flow
Living within a dream
Wading through the stream
Beyond the Ebb and FlowImages we have made
Cross and fade
Into the Ebb and Flow




 "
Rock,311,Who's Got The Herb?,"2 for 1, 5 for 4, half ounces
Quarter pounds, LB's and kilos
What are we looking for?
Sinsemilla
What are we hoping for?
What are we hoping for?
SinsemillaWho's got the herb? is what the young boys ask me
Who's got the herb? and then elders tell me
Who's got the herb? is what the young girls ask me
Who's got the herb? knotty dread-locks


Related




 






23 One Hit Wonders You Still Can't Get Out Of Your Head







Linkin Park Honors Chester Bennington In The Emotional Video For 'One More Light' 







Watch Beck's Heroic New Music Video For 'Up All Night'






 
 

Skunk, bud, indica
Sativa, my reefer, la arriba
Skunk, bud, indica
Sativa, my reefer, la arriba
When we roll a big one
it feels so right
When we smoke it in our bong
it feels so niceWho's got the herb? is what the young boys ask me
Who's got the herb? and then the elders tell me
Who's got the herb? is what the young girls ask me
Who's got the herb? knotty dread-locks



Photos


































 




Who's got the herb?
Who's got the herb?
Who's got the herb?
Who's got the herb? What I'm talkin' 'bout
Cramacaca cayaca die shocka fryaca
From a coppa, yes I'm tellin' you
Cramacaca cayaca, die shocka fryaca
From a coppaWhat are we looking for?
Sinsemilla
What are we hoping for?
Sinsemilla
Here we go!
Skunk, bud, indica
Sativa, my reefer, my reefer
Who's got it? Who's got the herb?
Who's got it? Who's got the herb?
311, whoa, whoa, whoa
Who's got the herb?311's got the herb and you can't avoid that
and ya do want your hands with a fat blunt sack
chill with indica and guiness, steer clear of white powder
kick it you sing it in a space, go out to play it louderPlague my brain with no cocaine
I don't wanna, I don't wanna go insaneRoll up the bones if you can affix a word to smoke it
except for you're doomed in the morning if you bake the hills
Oh and I get up to the sun and then I smoke out
It's beginning to smell like Mota and I'm high with no doubt, singPlague my brain with no cocaine
I don't wanna, I don't wanna go insaneIf you want to harm the
world then you can stop the
herb and you can use the
serve and use the warrant.




 "
