genre,artist,song,lyrics
Hip Hop/Rap,Post Malone,Money Made Me Do It ,feat 2 Chainz Produced By Post Malone FKi Hook Post Malone Diamonds chain gold Every 20 minutes change clothes I mil label Just long know money made I said rest peace Bankroll You better place dog You wont ever see lay low Start engine watch take off money made I said yeah I said money made I said yeah I said money made Watch me yeah I said money made I said yeah I said money made 1 Post Malone Take ride wake Hit gas melt face Spend day counting cake With dime think I changed I took Lincoln Rodeo Ran like Draino Lots bags cant complain though We shopping closed Why I that Did I that Ooh yeah New whip I pay rent ooh yeah Hook Post Malone Diamonds chain gold Every 20 minutes change clothes I mil label Just long know money made I said rest peace Bankroll You better place dog You wont ever see lay low Start engine watch take off money made I said yeah I said money made I said yeah I said money made Watch me yeah I said money made I said yeah I said money made 2 2 Chainz Got bandana round neck Like Bankroll Fresh Pocket full street money Bout count blessing One hundred one thousand 100K one million We smoke lay up rap We talked vision switch up I got diamonds like rainbow every time I change clothes Shawty fucked friend I act like I aint know Ima buy rain coat storm might approach Clown like daddy met mom circus I purpose neighborhood Smoking Meagan Good niggas I Got leather wood got marble floor Got burglar bars door bando Hook Post Malone Diamonds chain gold Every 20 minutes change clothes I mil label Just long know money made I said rest peace Bankroll You better place dog You wont ever see lay low Start engine watch take off money made I said yeah I said money made I said yeah I said money made Watch me yeah I said money made I said yeah I said money made
Hip Hop/Rap,Post Malone,Feeling Whitney ,Intro Oo oo oo oo oo oo oo 1 And Ive looking someone put bullshit I cant even leave bedroom I keep pouring And I aint seen light days since well thats important Its long Bridge And I feeling Whitney homies sipping Houston Cars clothes thought I winning knew I losing You told wake up oh clock always stays snooze Im done To found peace knowing Aint always broken heres hoping Show emotion cold And act hard You dont need friend boy youre man PostChorus Oo oo oo oo oo oo oo 2 And Ive looking someone I buy drugs It seems like every plug ran east Utah became Mormons Drought comes around feels like I one depend Sober ugh I 80 beers Tuesday night I nothing I put little Dwight sang happy tune Lit cigarette stepped door appearance Drank To found peace knowing Aint always broken heres hoping Show emotion cold And act hard You dont need friend boy youre man PostChorus Oo oo oo oo oo oo oo
Hip Hop/Rap,Parov Stelar feat.Graham Candy,The Sun ,Hop back heart The place I feel alone I need foreign soil Sun rising feet These kids They family Now Im gonna tell momma That Im traveller Im gonna follow sun Now Im gonna tell momma That Im traveller Im gonna follow sun Now Im gonna tell momma That Im traveller Im gonna follow sun Dont stop got move Keep moving on moving Im never gonna stop Now Im gonna tell momma That Im traveller Im gonna follow sun Im gonna follow sun Im gonna follow sun Dont stop got move Keep moving on moving Im never gonna stop Now Im gonna tell momma That Im traveller Im gonna follow sun Folllow sun oh oh oh oh oh oh oh oh oh Now Im gonna tell momma That Im traveller Im gonna follow sun Now Im gonna tell momma That Im traveller Im gonna follow sun Dont stop got move Keep moving on keep moving Im never gonna stop Now Im gonna tell momma That Im traveller Im gonna follow sun Im gonna follow sun Im gonna follow sun Im gonna follow sun Im gonna follow sun oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh Folllow sun
Hip Hop/Rap,Big Sean,Intro ,Yeah Finally famous yeah Do I really need intro Cause dey know dey know dey know Do I really need intro Who I am Who I am Who I Do I really need intro Dey know dey know dey know Do I really need intro Who I am Who I am Who I All I get respect soon I eject vehicle I bet cannot detect scratch defect From streets feast at made belly beast without Csect Im straight up Im erect Hype action Im direct I know its hundred thousand niggas Michigan Doing it I lack talent I make discipline And go hard hard til nobody else sonar radar lane cause I Bogart Nowadays classic Mozart Outta here would polite send postcard I meant post heart yall niggas post hard So lost costar coast au revoir I mean look And I look mirror like boy aint even finished Do really need info show Im recognized like kinfolk even brim low I come life talk dat dat knife talk Dtown brown money white chalk nights grind til light grind til sunset til grandson set yup yeah man kids gone good life good days good nights wish I could life strongest survive it see trying make something outta nothing like damn Macgyver Damn go live good try let im better whoever put together
Hip Hop/Rap,Big Sean,The Light ,Intro Uhhuh time 1 Big Sean Look I spent whole life trying improvise Im saying shit sympathize Spent whole life tryna find light thats end tunnel I realized inside So lately I trying get whats inside outside So many people wanna see insides outside Im city four hours east Southside Where everyone outside dont fuck outsiders Going up ones I hold Whole city got back photobomb shit Whole city blowing old Saddam shit Before I one hoes tried go prom You know take fame take crib Take cars gotta take train Hood niggas takin chains slave master take names 50 take shot young souls take blame Man cant take away light Hook Jeremih Big Sean No matter much gon shade No man cant fuck light They cant stop shine They cant fuck light hell nah boys bright Even take away life cant take light No matter much gon shade 2 Big Sean Got whole city fire Boy flow got Steph Curry inspired This flow got Lebron James finna rewire This flow got whole family finna retire Flows flows I might drown bitch Ye found pro I guess Im profound bitch My dad Louisiana man smallest town Where know brown might hold And even hose down man Since Im son I feel like I gotta stunt hard I took hand gave played Donald Trump card And realized counting money never feel good counting blessings And loaded mind dangerous loaded weapon So take fame take crib Take cars gotta take train Hood niggas takin chains slave master take names 50 take shot young souls take blame Man cant take away light Hook Jeremih Big Sean No matter much gon shade No man cant fuck light They cant stop shine They cant fuck light hell nah boys bright Even take away life cant take light No matter much gon shade Outro Jeremih Dont let take away soul No no no Dont let take away makes whole
Hip Hop/Rap,Big Sean,Know Bout Me ,feat Future Produced By Metro Boomin Hook Future I fucked girl rooftop yesterday She said name said name said name Yeah yeah My momma know know My ho groupies know These bad bitches know All dopeboys know Even dealership know Okay dealership know You know weed man know me know All lean men know Yeah yeah yeah yeah yeah Yeah yeahyeah 1 Big Sean I got plate full talapia crew full mafia Look mirror man like What fuck stoppin ya What fuck stoppin ya We stages Phantom Opera Lookin clouds cant get damn drop us On top floor aint damn thing top us Bridge Future They know know know know They know know know know They know They know 2 Big Sean Im swishin champagne round mouth Just clear palate nigga Addicted mathematics nigga Im fuckin addict addict nigga If got ass Ill back Okay Imma fuck around pay taxes Okay I got Merrill Lynch mattress Goddamn Ive ballin Please stop actin nigga Flows flows flows flows And keep stackin I cut distractions started attackin Im droppin every single summer like Madden They sellin purple weed its purple skies Bridge Future They know know know know They know know know know They know They know me Hook Future I fucked girl rooftop yesterday She said name said name said name Yeah yeah My momma know know My ho groupies know These bad bitches know All dopeboys know Even dealership know Okay dealership know You know weed man know me know All lean men know Yeah yeah yeah yeah yeah Yeah yeahyeah
Hip Hop/Rap,Big Sean,Bounce Back ,Produced By Metro Boomin Smash David Yung Berg Intro Future If Young Metro dont trust Ima shoot Hook Big Sean Last night took L tonight I bounce back Wake every morning night I count stacks Knew ass real I hit bounce back You aint getting checks Last night took L tonight I bounce back Boy I broke hell cashed check bounced back D town LAX every week I bounce back If real one know bounce back 1 Big Sean Dont owe nobody owe nobody Always fuckin job I got hobbies Got city fuckin cause Im homegrown Vibin phone though Leave lone though Look I cut bitch like edit My daddy G its genetics Straight up I heard ya new shit its pathetic Ya contract sshredded Took dogs private jet public housing I kept G yeah one thousand Clique star studded like Paramount mountain Everything I righteous Betting right risk Even fucking crisis Im never switching sides shit I switch gears night shift Blacking cause Im enlightened God talk silence But I hear every time mane Thank God God bless you thank much Hook Big Sean Last night took L tonight I bounce back Wake every morning night I count stacks Knew ass real I hit bounce back You aint getting checks Last night took L tonight I bounce back Boy I broke hell cashed check bounced back D town LAX every week I bounce back If real one know bounce back 2 Big Sean Look I woke beast mode With girl thats beauty beast though Been top 5 niggas sleep though Only thing sold seats though Never sold soul never never have Nigga dare stand respect authority If fuck glory Ima drop L get gory I done everything except worry Hella drama life story Faith mustard seed I kept growing I knew life meant Niggas change wishin wells Karma come around Ill wish em well Livin like Im limitless pill I kill scene like Im Denzel Crazy like jacket strapped Nigga I dont act Ill act Brown paper bag like lunch packed Back back back back Nigga Ima need like 10 feet Or get stomped ten feet Ima always lose temper You cannot count ten If I lose 1 I bounce back like 2 3 4 5 Seen court rooms court sides aint many seen sides Nigga fuck know Nigga Im takin back control The dog turned wolf hunger steady grows Yeah I call shots call Never takin summer fall When stay committed it fall never fall Hook Big Sean Last night took L tonight I bounce back Wake every morning night I count stacks Knew ass real I hit bounce back You aint getting checks Last night took L tonight I bounce back Boy I broke hell cashed check bounced back D town LAX every week I bounce back If real one know bounce back Outro Kanye West Big Sean Bounce back bounce bounce Bounce back bounce bounce Bounce bounce bitch bounce Yeah Is real one Is real one Real one Real one Is real one Real one Real one Don
Hip Hop/Rap,Big Sean,No Favors ,Hook Big Sean Make it make it make it boy gotta make You save hand I aint gotta shake Everything lined takin And I need em No favors Clique big bread gotta break Cause others lowkey snakin fakin Everything lined takin And I need em No favors favors What I need No favors Everything lined takin And I need em No favors 1 Big Sean Im gettin job done boy every night Im rollin seven I toss dice Im gettin logo flooded ice Im takin risk might fuck life Tell em point shoot like camera crews In front cameras Brrr Damn Sean happened humble attitude Im like Niggas took flow Im still standin too Thought I Midas touch I went platinum Motherfuck comparisons Ive talkin God like thats therapist Im AfricanAmerican America I aint inherit shit But millionaire 30 He must hearin shit Don don life I crib D Flint Kids get sick lead others get hit lead From need handout But tell put hands Only deals I Sams Club Now its blue blood veins Though know I came Born world goin told I cant go In lane though Im boat Usain Bolt Get ahead means heads I aim When grandma died I realized I got angel Show everythings blessing dependin angles Look I anomaly never needed favors apologies Thats new lifetime policy Woodgrain steering wheel bitch feel like pirate ship How many hot verses til bitches start acknowledgin The pictures paintin My nigga Connected higher powerhow I know Cause I dont write shit I think it nigga Look I ever beat odds Cause try get even dont even Never stoppin like hypnotized Watch visualize rise Be GOAT alive die gon gods Hook Big Sean Make it make it make it boy gotta make You save hand I aint gotta shake Everything lined takin And I need em No favors Clique big bread gotta break Cause others lowkey snakin fakin Everything lined takin And I need em No favors favors 2 Eminem If flavor I wont save No taste buds ho later Fuck lookin at hater I saw eyes like ass raper Try copy swag like cheating classmate Ill last face see pass When get fuckin ass graded like math paper So ahead time late means Im early My age reversing Im basically thirty Amazingly sturdy zany wordy Brainy nerdy blatantly dirty Insanely perverted rapey scurvy They blame murdering Jamie Lee Curtis Said I put face furnace beat space heater A piece furniture egg beater thermos It may disturbing Im sayings cringeworthy But Im urinating Fergie call Shady number 81 Surely Im turning Aaron Hernandez rap State emergency planets panic attacks Bradys returning matter fact I may deserving Of pat back like Patriots jersey Inexplicable stomach growl pit Like fuckin Terrier hid Despicable dumb down ridiculous Tongue foul shoot fuckin mouth Like missile thunder cloud Hundred pound pistol pull trigger gun sound And youll get round like Digital Underground And fuck Ann Coulter Klan poster With lamp post door handle shutter A damn bolt cutter sandal opener candle rubber Piano flannel sucker hand soap butter A banjo manhole cover Hand mouth nose smother Trample ran tramp Land Rover The band Lambo Hummer Road Runner Go ham donut go Rambo gotta make example Thats Sandra Bland ho Philando Hannibal lamb wonder I stubborn Im anti cant government handle commando Your man dont want it Trumps bitch Ill make whole brand go Yeah And tell Dre Im meeting LA White Bronco like Elway speeding Im bout run chick Del Rey CD in Females stay beatin em bet theyll lay bleeding And yell Wait pleadingbut screaming pointless Like feeding Michelle helium Leaving palefaced mediumsized welt Straight treating em like cellmate Seedy Im climbing hells gate Bitch Im like problems selfmade Meaning someone elses help aint needed cause Ima Hook Big Sean Make it make it make it boy gotta make You save hand I aint gotta shake Everything lined takin And I need em No favors Clique big bread gotta break Cause others lowkey snakin fakin Everything lined takin And I need em No favors favors What I need No favors Everything lined takin And I need em No favors Outro I know feeling right now But Im sure shes oneI wouldnt call her man Hey Im outside What here
Hip Hop/Rap,Big Sean,Voices in My Head ,Part 1 Voices My Head Hook Voices head sayin I could better damn Voices head sayin I knew better You know better fuck I done seen shit happen hundred times regular But I still crossed line like Im blind damn Voices head saying I could better You always shit This supposed last time last hit Last call last feel last trip last run Thats I always tell myself huh damn This supposed last one last two Last flip last you last me last night Doing every single thing parents warned Youre fucking disappointment Til I wore em out shit Hook Voices head saying I could better Voices head saying I could better Voices head saying I knew better I done seen shit happen hundred times regular But I still fuck Thats problem dont listen Part 2 Stick Plan Bridge Voices head conscience talking like Look Metro Boomin want more nigga Hook Stick plan stick plan Stick plan bitch quit playing Stick the plan plan Stick plan bitch quit playing Stick the plan 1 Stay focused Dont let niggas see emotions Stick notion stay motion Remember soon stand still So everything else notice Make sure inner actions end actions If stacking fronting back Subtract isnt adding Plus hurt dont let back Plan out yeah tit tat Extra pussy get distracting Put whats worth boy Hook Stick plan stick plan Stick plan bitch quit playing Stick the plan plan Stick plan bitch quit playing Stick the plan 2 Stay focused Pay attention getting close Distance negative energy Voices head say its meant I I I way bitch its sympathy I I I plotting since elementary I I I need buckle Have people asking And wondering never wanna come around You know effort gon come around Big face like Zordon You bought watch cant afford time Even running breath Weight world lots reps Time get generation Last one next two outta debt And gon pay back respect Just stick plan still chill Back I rocked white blue Grant Hills I realized theres dream I cant fill I manifested Im man still Bitch Im man 3 Voices head attacking Im thinking Bullet head might way free If I leave body I free spirits Swear God death fear keep shrinking Wishing I could go back nineties Back I dreaming Me dog mission like Kel Kenan Early 2000s Detroit might well hell demons Wondering I started it losing grip Feeling like Im middle ocean You either drown canoe Voices head said Im used Some help lose help maneuv When I talk Im confused whos I know life either blow blew And end life its gonna feel like flew I hope I cut voices head
Hip Hop/Rap,Big Sean,Moves ,Produced By Fuse 100 808 Mafia Intro Yeah Sex game ass blowing Sex game ass texting Yeah 808 Mafia Whoa Hook I got moves I got moves Im making moves You gotta move you gotta move She make back move damn She made titties move goddamn I make city move like whoa I make city move I got moves Im making moves I got moves I got moves Im making moves Im making moves You gotta move you gotta She make back move damn She made titties move goddamn I make city move l do I make city move I do Look give ball I pass I aint passing Im asthma attacking I take plan I back back Hit hit check batting average I take work flip it acrobatic Got little time lot talent Do little talking lot action Seen competition hmm challenge I lean I move I walk bitch Packed I count hands Who Imma talk bitch Girls law school bitch Yeah Paralegals barely 21 Thats legal shit thats probably barely legal Awe man Its nigga probably least expected I couple dots need connecting Now top 5 getting redirected From itll consecutive We making moves like Tarantino like JJ Abrams Moving like Channing Tatum Moving like Jason Statham Motherfuck whole industry Half niggas minimes I got bitch going breaking entering You hot minute I make shit last infinity Hop booth man shit like gym Dont test agility Silly silly thinking negativity talking could ever fuck tranquility Okay okay okay Im Rodeo day If owe better pay layaway away Stay away ass might get KO kay today Man pew pew hit ass like way oh ways away Hook I got moves I got moves whoa Im making moves You gotta move you gotta move She make back move damn She made titties move goddamn I make city move like whoa I make city move I got moves Im making moves I got moves I got moves Im making moves Im making moves You gotta move you gotta She make back move damn She made titties move goddamn I make city move I do I make city move yeah I do Outro Look Im don Im don Im don I gave whole family jobs I take care mom 808 Mafia Me girl much thats partner crime Touch above youre harder find Gone
Hip Hop/Rap,Big Sean,Sunday Morning Jetpack ,Hook Big Sean Thank God set backs Cause reason Im able get back This feels like Sunday morning jetpack Feel like I sent prayers got blessed back whoa Feel like I sent prayers got blessed back This feels like Sunday morning jetpack yeah Big Sean This feeling know Ive missing days This feel like Im headed paradise one way This feel like family dinners used Sunday With Grandma kitchen making rum cake Or spread used Thanksgiving man This feels like first time I heard Killa Cam Pink Timbs Lamb Mixing Dilla Headphones ceiling fan Bucket hat like Gilligan yeah Lately Ive talking ghosts Didnt learn faith school thats Im testing You know I still rep youre gone though I got picture us front lawn With me grandma mom night I went prom Wishin could see lights dijon parmesan Funny thing always act like knew You told feeling happened And taught Im product everything I go And grandma went broke would never get bruised You reason I ever touched first Franklin Fast forward Im Kanye crib Kirk Franklin It reminded always used dress family And go Sunday service church singin Aint church awhile But aint praise building Its praisin You taught remember I get set back Been worst times get best back Wishin time machine jet back To time low self throw jetpack woah And see again needless say Back I dated Alisha Simone Or girl looked like Lisa Bonet Who jealous Jhen Who would always advise away You right I learn I guess time came earn I hope somewhat thank help Hope angels take care I see Bridge TheDream Praise many times I prayed I put prayers Praise times prayed All nights stayed All nights cried days I coulda died Because I survived Im still alive Hook Big Sean Thank God set backs Cause reason Im able get back This feels like Sunday morning jetpack Feel like I sent prayers got blessed back whoa Feel like I sent prayers got blessed back This feels like Sunday morning jetpack yeah Outro Elder Sean You gonna let ring forever Answer that Man Yo keep calling Yo dad left voicemail girl keep calling Sean Ah fuck I got call back Aye yo pass real quick Hello Hey ma
Hip Hop/Rap,Big Sean,Inspire Me ,Hook You right thing know inspire You right thing know inspire Cant go wrong this ones you you you You right thing know inspire you you you 1 You tried keep away temptation Introduced The Temptations Marvin Gaye Isley Brothers Dancing hard living room shaking Yeah dance house My mamas man house Mama good men Even dad good Mama know inspire You deserve early retirement You text me tell take vitamins When I got new love invite em When break up dont like em no Loyal loyal swear super loyal Worth striking oil You deserve life Im tryna show ya I remember sacrifices Growing debt never hungry Rich everything except money Thats faith cant buy But I buy new crib look right I buy new car color like And play song every single time drive Thats cause inspired yeah Hook You right thing know inspire You right thing know inspire Cant go wrong wrong wrong You right thing know inspire 2 I know its hard get line Im busy like every time Since I got house town You wonder Ima come around I know worry I give attitude like Dont worry bout it Dont hit ya like I dont care But I hold down I swear I got I know I got problems communicating I probably shouldve went school And got degree communications I vacation I take taken Asia Africa Dubai anything want I buy Just want know I try To take care ya mama one one You moon stars sun Im happy Im son Im happy Im son You love since day one Since day one So days done I gotta gotta let know Hook You right thing know inspire You right thing know inspire Cant go wrong wrong wrong You right thing know inspire Outro Look mama know inspire If I ever made feel like it apology So sorry look dear mama know son shine ya Im Sean ya lady Dont ever let em talk crazy Anything fam raise Im yo baby still baby Ayy
Hip Hop/Rap,Big Sean,Halfway Off the Balcony ,Produced By Amaire Johnson KeY Wane Intro I ready right Uh huh I look up I dont even I think its funny go I dont even know Official shit Hook Im hangin halfway balcony Overthinkin cause job way salary Everything around gold like I practiced alchemy I realized comes girls That chemistry means way anatomy She mad me mad 1 Im livin proof dont need masters masterpiece People passin faster Im passin weed My daddy tell me Stay strong son man Holdin ship down dont crash sea Brrrr Paper phone line Its phone like fax me thats facts But I dont want cant change shit drastically dramatically Cause actually I realized times valuable actually So Ima call favorite girl gon bring ass And me Ima text room number right So aint gotta hit front desk go ask Dont ask me dont ask Dont ask Lot shit goin on things goin wrong So dont ask Hook Im hangin halfway balcony Overthinkin cause job way salary Everything around gold like I practiced alchemy I realized comes girls That chemistry means way anatomy She mad me mad 2 She mad Ive go roll On roll roller coaster They cant throw track slow If I did I got long list hoes hoes I quote unquote say I told Heaven earth every night paradise I pray I didnt die overdose never I kept hundred never change even five 20s Still smokin 520 like its 420 On quest money hungry Just got fortune read said its comin Yeah I got force never force nothin Do love Im Forrest Gumpin In city Im Warren Buffett I mean business shirt tucked The guns tucked in fuck it Im fuck Who bad bitches gon fuck lames dont fuck My stocks risin Im goin public If I write it its gon publish Youre fuckin best discussion Interlude So disgusting Its 3 third shit Straight Hook Im hangin halfway balcony Overthinkin cause job way salary Everything around gold like I practiced alchemy I realized comes girls That chemistry means way anatomy She mad me mad She mad Outro Man 1 Yo yo mom callin Man 2 Um Ima call back Man 1 You sure dawg She keep callin Man 2 Yeah sure sure bruh Ima call back
Hip Hop/Rap,Big Sean,Jumping Out the Window ,Hook Big Sean Jeremih I think Im ready jump window And turn nigga right back friend though We already wasted much time And time thing I wish mine So yeah oh yeah I think Im ready jump window 1 Straight up straight up look Know ya momma didnt raise take disrespect yeah I feel I feel like real queens know keep game check yeah You cried phone whole night That time crossed line yeah yeah yeah Oh I there I went straighten ass And told never mind yeah yeah yeah The question isnt Do love ya The question is Do ya love yourself You give best advice friends take Remember used come hit Mario Kart And always picked princess I realized princess way back We best thing never happened Hook I think Im ready jump window And turn nigga right back friend though We already wasted much time And time thing I wish mine So yeah oh yeah I think Im ready jump window 2 You night sleep deprivation Whats hesitation Whats ya reservation You trippin trippin destination You need separation need recreation Yall arguing every day Ya friends gotta step break like chill chill chill Its need turn Kill Bill look Funny ran leaving You walked perm And yo hair look like The Weeknds I know needin clarity Dont mean sit ya turn therapy But gave much time boy charity hear Hook I think Im ready jump window And turn nigga right back friend though We already wasted much time And time thing I wish mine So yeah oh yeah I think Im ready jump window Outro I dont mean sound like jealous type But oughta know oughta know I think get together sometimes On low low low Sometimes I wonder even know How much worth I gotta know Sometimes I wonder even know How much worth I gotta know I dont mean sound like jealous type But oughta know oughta know I think get together sometimes On low low low Sometimes I wonder even know How much worth I gotta know Sometimes I wonder even know How much worth I gotta know I gotta know I gotta know I gotta know I think Im ready jump window This ones you you you you you you
Hip Hop/Rap,Big Sean,Owe Me ,Hook All shit told me I believed The smile face thing I cant read Left back inside life Its gon take set right though Cause fucking outta line For ever letting taste whats mine Taste whats mine taste whats mine You fucking outta line 1 Feel like owe checks Owe time owe sex Long nights reply I got regrets disrespect disrespect Only time I seen internet Just see its somebody else tied I hit back I decide You got tattoo tribal Then left turned rivals Now back its revival They dont make feel like I They didnt make perform You American Idol rocked mic Man went long text shorter haiku Seems like got hate All ever take Cause know got walk How dress talk Lets ever disrespect I meant ya It took us see I ya Damn Hook All shit told me I believed The smile face thing I cant read Left back inside life Its gonna take set right though Cause fucking outta line For ever letting taste whats mine Taste whats mine taste whats mine You fucking outta line 2 Im trying let past pass Aint future that yeah I stay 100 like dash yeah Have cummin faster The Flash yeah Is mine mine You know me I ask Can I hit like I crash Sipping pinot glass Honestly I take time let ego go Realized held us back backs need go This dont replace This dont replace I Sometimes aint didnt Its getting Look Im tryna play blame game Pointing fingers skip point Knowing want thing Riding even gotta change lanes If dont work out shame shame I cant touch hoes I cant trust I dont wanna fake us Hook But shit told me I believed The smile face thing I cant read Left back inside life Its gon take set right though Cause fucking outta line For ever letting taste whats mine Taste whats mine taste whats mine You fucking outta line Outro My friends say I Getting hurt every time Im close I think overdue I think supposed Cause fucking outta line For ever letting taste whats mine Taste whats mine taste whats mine You fucking outta line
Hip Hop/Rap,Big Sean,Living This Life ,Intro The Dream Big Sean Shit got picture shit Oh shit Im finally famous And Im rolling motherfuckin top How blame us I wanna break like right I Do It Boi Do It Multimillionaire This life Top Floor yknow BIG Sean Don Nigga Finally Famous this Gettin Money Carrion GOOD I wanna break like right 1 Big Sean Hell yeah nigga high right Thats reason I said hi right Come time life right All gotta close eyes right This shit classic ask where outfit from Plead Saks Fifth first class Only culture games practice Oh athletic Shit show mattress Cause its already night time And I feel like right time Twisting fingers Like young PAC BIG call DAD I Hook The Dream Big Sean Oh shit Im finally famous And Im rolling motherfuckin top How blame us I wanna break like right And Imma need penthouse top world That Detroit player top world Detroit players top girl Its hell night What beautiful life Fancy things Flashing lights its hell night What beautiful life 2 Big Sean Hell yeah nigga gone right Thats get gone right Im trying get home right I bet I could turn right Really I cant call Stress turned weedhead And parties alcoholic And money turned workaholic And money turned twerkaholic Yeah it it hands Do like man I could pull Honda Civic pulling bitches Aint cars bout nigga Right here I need minute Start up guaranteed Imma finish In nighttime I feel like right time So go drink youve waiting life Make sure muthafucking ice cold My jewelry icecold stone albino Cause youre burning up outfit dyno Lets give em light show The Dream I aint Paul McCartney John Lennon I aint buying Beetles Im buying Benzes They mad mamacita Cause bitches look like Bobby Bonilla Hook
Hip Hop/Rap,Big Sean,Bigger Than Me ,Intro Big Sean Do die Look I wanna make city proud yeah Wishing OGs could see now now yeah And feel something cant see But know its meant You gon realize bigger yeah Bigger me bigger When whole family depend eat And night cant sleep You gon realize bigger 1 Big Sean Get it get it get I pray get even I cant get cha I pray God never let little things life distract bigger picture Everybody city like distant cousin brother little sister I see young ones When I look eyes feel like mirror Corleone Don Cartier arm All I hear sirens car alarms Niggas going war armor First time I seen dead body I 14 And I felt pressure Like I dont get it I might end next Ima take dice Ima roll 7 Seven seven seven 711 its 911 getting called around The hood Americas lost found Where niggas get lost never found All I ever wanted turn Gs Ms Mercedes key Got still felt incomplete Thats I realized shit bigger Hook Big Sean Flint Chozen Choir Bigger When whole town feet And waiting speak Thats realize bigger All I wanna make city proud yeah Wishing OGs could see now now yeah Ohhh ya ya yeah Ohhh ya ya yeah You gon realize bigger PostHook Starrah Used want foreign Got foreign its boring Started touring Swear God thats I realized shit bigger Flex niggas Rollie Got Rollie shine But lost time Thats I realized shit bigger 2 Big Sean I seen people place 10 years later Man shit pathetic God talking telepathic like happen let I cant spend whole life looking ceiling fan When I feel like I aint got ceilings man If I aint special I feel then I gotta get road I gotta one chose I gotta come back tell greatest story never told This must feeling get know close And know its way even doors closed And realize shit bigger yeah Hook Big Sean Flint Chozen Choir Bigger When whole town feet And waiting speak Thats realize bigger All I wanna make city proud yeah Wishing OGs could see now now yeah Ohhh ya ya yeah Ohhh ya ya yeah Ohhh ya ya yeah Ohhh ya ya ya ya ya ya ya Ohhh ya ya ya ya ya ya ya Ohhh ya ya ya ya ya ya ya Outro Myra Anderson Well matter what Im proud you Even stupid things I warned about You must get daddy Im kidding know I love you You listening Big Sean Yeah yeah Im listening I love Myra Anderson In way I feel like Im living you Sometimes feels like I got another chance everything Big Sean Man thats deep feel like that I kinda feel way though sometimes Myra Anderson Yeah Big Sean With work thats goin I feel like like second time doin I know sound crazy but know I I dont know I always imagine like someone failed everything ever life know I got end life regretted somehow chance go back get right And I wake up mindset know completely changes hunger I approach whole day I mean decide live life like pshh man I guarantee well live life best potential Big Sean future self Its simple Its living moment Period
Hip Hop/Rap,Drake,Hotline Bling ,You used call You used to used Yeah You used call cell phone Late night need love Call cell phone Late night need love And I know hotline bling That mean one thing I know hotline bling That mean one thing Ever since I left city Got reputation Everybody knows I feel left Girl got down got stressed Cause ever since I left city Started wearing less goin Glasses champagne dance floor Hangin girls Ive never seen You used call cell phone Late night need love Call cell phone Late night need love I know hotline bling That mean one thing I know hotline bling That mean one thing Ever since I left city you you You me dont get along You make feel like I wrong Going places dont belong Ever since I left city You got exactly asked Running pages passport Hanging girls Ive never seen You used call cell phone Late night need love Call cell phone Late night need love And I know hotline bling That mean one thing I know hotline bling That mean one thing These days I Wonder youre bendin backwards someone else Wonder youre rolling Backwoods someone else Doing things I taught you gettin nasty someone else You dont need one else You dont need nobody else Why never alone Why always touching road Used always stay home good girl You zone yeah You Right now youre someone else You used call cell phone Late night need love Call cell phone Late night need love And I know hotline bling That mean one thing I know hotline bling That mean one thing Ever since I left city
Hip Hop/Rap,Drake,Keep the Family Close ,Produced By Maneesh Intro Its little chilly How stand beyond Hook All lets friends friends I dont anymore How check things go wrong Guess I shouldve tried keep family closer Much closer All lets friends friends I dont anymore Guess thats say need family Cause I cant depend anymore 1 Always saw couldve Ever since met Like Chrysler made one car looked like Bentley I always saw couldve And even its business its personal I knew made ends meet were meeting end Bridge And its chose side Youre supposed put pride aside ride Guess wasnt time And course went chose side wasnt mine 2 Youre predictable I hate people like Kennedy Road taught trust people like How supposed figure Im going You cant even figure whats going You judge fore met yeah figures I make players anthems real niggas With dad Tennessee I belong Out LA I dont know whats going I dont know whats going Bridge And its chose side Youre supposed put pride aside ride Guess wasnt time And course went chose side wasnt mine 3 You sit pray hoping stars align My luck sure thing cause Im living right When I needed you couldnt give advice But always something say every time Everybody I met way tries get way Im fooding serving like Im working minimum wage Someone must love testing patience Someone must need entertainment Forgiveness ways If I ever loved ya Ill always love ya thats I raised Same way Im right still feeling way Same way Im realizing day day Hook All lets friends friends I dont anymore How check things go wrong Guess I shouldve tried keep family closer Much closer All lets friends friends I dont anymore Guess thats say need family Cause I cant depend anymore Much closer Outro Anytime people want start problems Its like for real dumb You know mans Im afraid gyal heart man And Im afraid cyattie And Im afraid waste yute neither So anybody want get Say fe
