genre,artist,album,song,lyrics
Fifty-two consecutive weekends, shout out to Weeknd
The city gets stronger when everybody is speakin'
Not when everybody out here beefin'
We got it, now we just gotta keep it
America's most wanted, man, I'm still on the run
All these number ones and we still not the ones
No hard feelings, but I'll still get you spun
Went and got diplomas, and we still goin' dumb
Please never label niggas who lay down for a livin'
My competition, it's beyond offensive
I'm in it for the glory, not the honor mention
Not tryna be fourth and inches, I'm tryna go the distance
Yeah, distance, I'm on a different mission
This the remix to ""Ignition,"" hot and fresh out the kitchen
How you forget to fill up with gas on the road to riches?
Too overly ambitious, too late to fix it
Too late for condolences when it's over with
I need to start sayin' shit when I notice it
Be open with people I need some closure with
Be honest with myself and take ownership
Opinions started to burn when tables started to turn
I really used to feel like they loved a nigga at first
Excitin' times, revitalized
Trust this little light of mine is gonna shine positively
I'm just takin' what God will give me
Grateful like Jerry, Bob and Mickey
Better attitude, we'll see where it gets me
I know catchin' flies with honey is still sticky
I wrote the book on world-class finesses
And tasteful gestures and makin' efforts
And never placin' second
And even better knowin' you're first but then takin' second
Inspirin' and never takin' credit
I know I deserve more, I just never said it
Two middle fingers as I make a exit, yeah

Did I lose you?
Did I? Did I?
Did I lose you?
Did I? Did I?
Did I lose you?

Winnin' is problematic
People like you more when you workin' towards somethin'
Not when you have it
Way less support from my peers
In recent years as I get established
Unforgivin' times, but fuck it, I manage
Why is my struggle different than others'?
Only child that's takin' care of his mother
As health worsens and bills double
That's not respectable all of a sudden?
I don't get a pat on the back for the come up?
What do you see when you see me?
When did all the things I mean
From the bottom of my heart start to lose meaning?
Maybe I share it with too many people
Back then it used to just feel like our secret
Back when I would write
And not think about how they receive it
I be tryna manifest the things I needed
And look, now, I mean, it's hard to believe it even for me
But you're mindful of it all when your mind full of it all
How they go from not wantin' me at all
To wantin' to see me lose it all?
Things get dark, but my aura just starts glowin'
I'm overcome with emotions
Ones I can't access when I'm stoned sober
Jealous ones still envy and niggas turn king cobra
I could only speak what I know of
Man, we wrote the book on calculated thinkin'
And icy Heineken drinkin', and rival neighborhoods linkin'
And puttin' your trust in someone
With the risk of financially sinkin'
All you did was write the book on garbage-ass Rollies
Ego strokin', picture postin'
Claimin' that you'd do it for motivational purposes only
But you just had to show me
See, I know, 'cause I study you closely
I know when someone lyin'
I notice people standin' for nothin' and gettin' tired
I know what we're both thinkin' even when you're quiet
Sometimes I gotta just make sure that I didn't lose you

Did I? Did I?
Did I lose you?
Did I? Did I?
Did I lose you?"

Hip-Hop,Drake,More LIfe ,Fake Love (Edited) ,"Yeah, yeah

I've been down so long it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face
Straight up to my face
I've been down so long it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face
Straight up to my face

Somethin' ain't right when we talkin'
Somethin' ain't right when we talkin'
Look like you hidin' your problems
Really you never was all in
No you can't son me, you won't never get to run me
Just when shit look out of reach, I reach back like one, three
Like one, three, yeah

That's when they smile in my face
Whole time they wanna take my place
Whole time they wanna take my place
Whole time they wanna take my place
Yeah, I know they wanna take my place
I can tell that love is fake
I don't trust a word you say
How you wanna clique up after your mistakes?
Look you in the face and it's just not the same

I've been down so long it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face
Straight up to my face
I've been down so long it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face
Straight up to my face

Yeah, straight up to my face, tryna play it safe
Vibe switch like night and day, I can see it like right away
I came up, you changed up, I caught that whole play
Since then, things never been the same

That's when they smile in my face
Whole time they wanna take my place
Whole time they wanna take my place
Whole time they wanna take my place
Yeah, I know they wanna take my place
I can tell that love is fake
(I can tell that love is fake)
I don't trust a word you say
(I don't trust a word...)
How you wanna clique up after your mistakes?
(That's just what I heard)
Look you in the face and it's just not the same

I've been down so long it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face
Straight up to my face
I've been down so long it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face
Straight up to my face

Skrrt"

Hip-Hop,Drake,More LIfe ,Lose You (Revised Edited) ,"I don't care what society thinks.
They're nothing anyway.
They're no better than me.
Out there you just have to fit into a pattern that somebody's already laid out for you.
Life we live, you have to set your own patterns, your own ideals.
You have to handle the whole job yourself. (Yeah)

No snow tires, the rain slip-slide like Trick Daddy and Trina
Oli North pull in, like, 10 million a season
Queen Street visions that nobody believed in
If we not on the charts, my XO niggas eatin'
Fifty-two consecutive weekends, shout out to Weeknd
The city gets stronger when everybody is speakin'
Not when everybody out here beefin'
We got it, now we just gotta keep it
America's most wanted, man, I'm still on the run
All these number ones and we still not the ones
No hard feelings, but I'll still get you spun
Went and got diplomas, and we still goin' dumb
Please never label niggas who lay down for a livin'
My competition, it's beyond offensive
I'm in it for the glory, not the honor mention
Not tryna be fourth and inches, I'm tryna go the distance
Yeah, distance, I'm on a different mission
This the remix to ""Ignition,"" hot and fresh out the kitchen
How you forget to fill up with gas on the road to riches?
Too overly ambitious, too late to fix it
Too late for condolences when it's over with
I need to start sayin' shit when I notice it
Be open with people I need some closure with
Be honest with myself and take ownership
Opinions started to burn when tables started to turn
I really used to feel like they loved a nigga at first
Excitin' times, revitalized
Trust this little light of mine is gonna shine positively
I'm just takin' what God will give me
Grateful like Jerry, Bob and Mickey
Better attitude, we'll see where it gets me
I know catchin' flies with honey is still sticky
I wrote the book on world-class finesses
And tasteful gestures and makin' efforts
And never placin' second
And even better knowin' you're first but then takin' second
Inspirin' and never takin' credit
I know I deserve more, I just never said it
Two middle fingers as I make a exit, yeah

Did I lose you?
Did I? Did I?
Did I lose you?
Did I? Did I?
Did I lose you?

Winnin' is problematic
People like you more when you workin' towards somethin'
Not when you have it
Way less support from my peers
In recent years as I get established
Unforgivin' times, but fuck it, I manage
Why is my struggle different than others'?
Only child that's takin' care of his mother
As health worsens and bills double
That's not respectable all of a sudden?
I don't get a pat on the back for the come up?
What do you see when you see me?
When did all the things I mean
From the bottom of my heart start to lose meaning?
Maybe I share it with too many people
Back then it used to just feel like our secret
Back when I would write
And not think about how they receive it
I be tryna manifest the things I needed
And look, now, I mean, it's hard to believe it even for me
But you're mindful of it all when your mind full of it all
How they go from not wantin' me at all
To wantin' to see me lose it all?
Things get dark, but my aura just starts glowin'
I'm overcome with emotions
Ones I can't access when I'm stoned sober
Jealous ones still envy and niggas turn king cobra
I could only speak what I know of
Man, we wrote the book on calculated thinkin'
And icy Heineken drinkin', and rival neighborhoods linkin'
And puttin' your trust in someone
With the risk of financially sinkin'
All you did was write the book on garbage-ass Rollies
Ego strokin', picture postin'
Claimin' that you'd do it for motivational purposes only
But you just had to show me
See, I know, 'cause I study you closely
I know when someone lyin'
I notice people standin' for nothin' and gettin' tired
I know what we're both thinkin' even when you're quiet
Sometimes I gotta just make sure that I didn't lose you

Did I? Did I?
Did I lose you?
Did I? Did I?
Did I lose you?"

Hip-Hop,Drake,More LIfe ,Fake Love - Album Version (Edited) ,"Yeah, yeah

I've been down so long it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face
Straight up to my face
I've been down so long it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face
Straight up to my face

Somethin' ain't right when we talkin'
Somethin' ain't right when we talkin'
Look like you hidin' your problems
Really you never was all in
No you can't son me, you won't never get to run me
Just when shit look out of reach, I reach back like one, three
Like one, three, yeah

That's when they smile in my face
Whole time they wanna take my place
Whole time they wanna take my place
Whole time they wanna take my place
Yeah, I know they wanna take my place
I can tell that love is fake
I don't trust a word you say
How you wanna clique up after your mistakes?
Look you in the face and it's just not the same

I've been down so long it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face
Straight up to my face
I've been down so long it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face
Straight up to my face

Yeah, straight up to my face, tryna play it safe
Vibe switch like night and day, I can see it like right away
I came up, you changed up, I caught that whole play
Since then, things never been the same

That's when they smile in my face
Whole time they wanna take my place
Whole time they wanna take my place
Whole time they wanna take my place
Yeah, I know they wanna take my place
I can tell that love is fake
(I can tell that love is fake)
I don't trust a word you say
(I don't trust a word...)
How you wanna clique up after your mistakes?
(That's just what I heard)
Look you in the face and it's just not the same

I've been down so long it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face
Straight up to my face
I've been down so long it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face
Straight up to my face

Skrrt"

Hip-Hop,Drake,More LIfe ,Free Smoke ,"Is it the strength of your feelings

Overthrowing your pain

Using you high to be reaching

And is it today that you will find your new release

And in your wake, ripple your sweet voice

And more chune for your head tops

So watch how you speak on my name, you know?


Yeah, I couldn't get a bill paid

You couldn't buy the real thing

I was stayin' up at yo' place

Tryin' to figure out the whole thing

I saw people doin' things

Almost gave up on the music thing

But we all so spoiled now

More life, more everything

Must have never had your phone tapped

All that yappin' on the phone shit

You must really love the road life

All that never comin' home shit


Free smoke, free smoke, aye!

Free smoke, free smoke, aye!

Free smoke, free smoke, aye!


Dom RosÃ© toast

Hidden Hills where I post

I start my day slow

Silk pajamas when I wake, though

Miraval to the face, though

I drunk text J-Lo

Old number, so it bounce back

Boi-1da got the bounce back

Used to get paid for shows and front-door money

Five, ten, twenties, hand sanitize after you count that

Me and Gibbo was about that

Eatin' Applebee's and Outback

Southwest, no first class

Hilton rooms, gotta double up

Writin' our name on a double cup

We ain't even have a tour bus

Girls wouldn't even think of recordin' me

I fall asleep in sororities

I had some different priorities

Weezy had all the authority

Women I like was ignorin' me

Now they like, ""Aren't you adorable?""

I know the question rhetorical

I took the team plane from Oracle

Mama never used to cook much

Used to chef KD

Now me and Chef, KD

Bet on shots for twenty G's

I brought the game to its knees

I make too much these days to ever say, ""Poor me""

Where you at? I never see you


Free smoke, free smoke, aye!

Free smoke, free smoke, aye!

Free smoke, free smoke, aye!


Niggas moves so waste

Please come outside the house and show yourself

So I can say it to your face

It's bound to happen, man, it's gotta happen now

So let's just get it out the way

Lot of niggas goin' bad on me

Please, one at a time

I wanna move to Dubai

So I don't never have to kick it with none of you guys

I didn't listen to Hov on that old song

When he told me pay it no mind

I get more satisfaction outta goin' at your head

And seein' all of you die

And I seen a lot of you die


Free smoke, free smoke, aye!

Free smoke, free smoke, aye!

Free smoke, free smoke, aye!


Hidden Hills where I post, yeah

'Ye already know, yeah

I'm the troublemaker in the neighborhood

Far as troublemakin' goes, yeah

House party up the road, yeah

I'm not Kid 'n Play

This kid doesn't play about the flow, yeah

Y'all keep playin' with your nose, yeah

You get high and do the most, yeah

How you let the kid fightin'

Ghost-writin' rumors turn you to a ghost?

Oh, you niggas got jokes

Free smoke, free smoke


Baka

Yeah, we outchea

Ya don know, aye?

It's a OVO ting, aye?

Ya don know, aye?

It's a East Side ting, aye?

Ya don know, aye?

More life"

Hip-Hop,Drake,More LIfe ,No Long Talk ,"Really?

Yeah (Six!)

Yeah

Murda on tha beat, so it's not nice


That's Baka, he's a no-long-talker

Quick to let a motherfuckin' TEC slam

We don't need to hear about a next man

Youts talk down, then they get ran

Left them, get dipped from the whole ends

If Gilla call shots, no questions

G-Way 'til I'm restin'

But we still got love for the West End

If it's a chit-chat ting, better talk nice

Murda on the beat, so it's not nice

Skull gets hot, then I'm not nice

You tryna date her and she been, let me walk twice

Now you man are on a diss ting

Just know man like Chubbs

He's a fixer if I ever gotta fix tings

Just know man like Fifth, heâ€™s a sicko

As you get tanned, he donâ€™t miss things

Just know man like me, I'm a Sixer

And I oversee the whole thing

Yeah, I pree the whole thing

Yeah, I pree the whole thing

Preme got the hurt tucked, can't see the whole thing

Niggas wanna talk splits, now we need the whole thing


Man gets duppied when we touch a button

Man catch suckers, then we're touchin' somethin'

Man gets stuck in, yeah, we're stuck in somethin'

Man gets rappin' when we're suckin' somethin'

Man gets battered with the crutch or somethin'

Man bat bat it, then we buck or somethin'

If man child play it, then we Chucky somethin'

If man start throwin', then we're chuckin' somethin'

I'm on the best side, got the TEC lined

In the whip, on the left side, on a death ride

MAC-10 and the spesh flies, and the TEC slide

Nutty shit like somethin' just climbed out the X-Files

Textbook, like it's old school, like in textiles

Lightie, lookin' healthy and she gets smiles

Home time, grab a quick drink and she gets wild

Sexy, and I rate that and her sex style

Fuckin' somethin', yeah nigga, fuckin' somethin'

Back bent, pussy, I'll fuck her somethin'

Cognac, better grab a cup of somethin'

Glue pussy like a nigga stuck or somethin'

Stuck or somethin', like a nigga stuck or somethin'

So the monster is like a truck or somethin'

Spread the pussy out, I'm 'bout to butter somethin'

Man gone Hollywood, it's like I'm Buck or somethin'


You dun know, it's Hollowman Giggs

Right now, just here with the big man Drizzy, you get me?

More Life flex, you dun know

OVO and SN1 to the world, brap"

Hip-Hop,Drake,More LIfe ,Passionfruit ,"Hold on, hold on, fuck that. Fuck that shit. Hold on, I got to start this mothafuckin' record over again, wait a minute. Fuck that shit. Still on this mothafuckin' record. I'ma play this mothafucka for y'all. Ayy, y'all get some more drinks goin' on, I'll sound a whole lot better.


Listen, seeing you got ritualistic

Cleansin' my soul of addiction for now

'Cause I'm fallin' apart, yeah

Tension between us just like picket fences

You got issues that I won't mention for now

'Cause we're fallin' apart


Passionate from miles away

Passive with the things you say

Passin' up on my old ways

I can't blame you, no, no

Passionate from miles away

Passive with the things you say

Passin' up on my old ways

I can't blame you, no, no


Listen, hard at buildin' trust from a distance

I think we should rule out commitment for now

'Cause we're fallin' apart

Leavin', you're just doing that to get even

Don't pick up the pieces, just leave it for now

They keep fallin' apart


Passionate from miles away

Passive with the things you say

Passin' up on my old ways

I can't blame you, no, no

Passionate from miles away

Passive with the things you say

Passin' up on my old ways

I can't blame you, no, no


Trying to think of the right thing to say"

Hip-Hop,Drake,More LIfe ,Jorja Interlude ,"These things'll fall down

But you'll pick 'em up

You're still here to touch the ground

Don't worry, I swear

I know you're trying to help me


Tryna stay light on my toes

Just ran a light in a Rolls

Told me I'm lookin' exhausted

You hit it right on the nose

I'm tired of all of these niggas

I'm tired of all of these hoes

Worried 'bout takin' my lane

They ain't even got on my road

They turn they back and they leave you

They gon' be back when they need you

I practice good over evil

Flippin' the script like a read-through

Yeah, all of my brothers, we equal

I play my part too, like a sequel

You tell your niggas you got 'em on anything

Question is, do they believe you?

'Specially when you never come through

So much hate inside your heart

We don't even know what we done to you

We just know shit gettin' run through

Never chase it, let it come to you

You out here tellin' everybody everything

You niggas move like the one-two, yeah


These things'll fall down

But you'll pick 'em up

You're still here to touch the ground

Don't worry, I swear

I know you're trying to help me

I know you're trying to help me

I know you're trying to help me

I know, I know


And more chune for your headtop

So watch how you speak on my name, you know?"

Hip-Hop,Drake,More LIfe ,Get It Together ,"Hello

I've been hurt so many times

It got to a point

When I decided

I can't do this anymore

I need someone to hold me

I need someone that needs me

I need someone that loves me


You need me to get that shit together

So we can get together

You need me to get that shit together

So we can get together

You need me to

You need me to


You know, we don't have to be dramatic

Just romantic

Do all the little things, little things, little things

That excites me

And as your woman

Give me a kiss goodnight

On the phone

When you're working late

When you're out of town

Tell me how much you need this

'Cause we deserve it

We can be together


You need me to get that shit together

So we can get together

You need me to get that shit together

So we can get together

You need me to (Yeah, oh-oh, yeah)

You need me to (Yeah)

You need me to"

Hip-Hop,Drake,More LIfe ,Madiba Riddim ,"I cannot tell who is my friend

I need distance between me and them

Gonna have to teach me how to love you again

God knows I'm trying

God knows I'm trying for you

God knows I'm trying


God knows it

Your mind impure, soul I possess, he knows it

Anointed and protected, I was chosen

My heart is way too frozen to get broken


I seen man turn fool for the money

One too many times

I seen some girls turn they back

On they best friend from time

I heard you say things that you can't take back, girl, no time

I need you to go easy now and fix up one time


I cannot tell who is my friend

I need distance between me and them

Gonna have to teach me how to love you again

God knows I'm trying

God knows I'm trying for you

God knows I'm trying


People change, I'm not surprised

Devil's working overtime

Voodoo spells put on my life

It won't work, they all have tried


I seen man turn fool for the money

One too many times

I seen some girls turn they back

On they best friend from time

I heard you say things that you can't take back, girl, no time

I need you to go easy now and fix up one time


I cannot tell who is my friend

I need distance between me and them

Gonna have to teach me how to love you again

God knows I'm trying

God knows I'm trying for you

God knows I'm trying


You put food on the table for me, aye?

Alright, fam, soft. I see you, aye?

You pay my bills, right?

It's light

You're a wasteman"

Hip-Hop,Drake,More LIfe ,Blem ,"Unruly, unruly, maddas

Who keeps bringing more? Iâ€™ve had too many

This Virginia done me off already

Iâ€™m blem for real, I might just say how I feel

Iâ€™m blem for real, I might just say how I feel


Donâ€™t switch on me, I got big plans

We need to forward to the islands

And get you gold, no spray tans

I need you to stop runnin' back to your ex, heâ€™s a wasteman

I wanna know, how come we can never slash and stay friends?

Iâ€™m blem for real, I might just say how I feel

Iâ€™m blem for real, I might just say how I feel


'Cause I know what I like

I know how I wanna live my life

I donâ€™t need no advice

Youâ€™re not here and we both know why

So, move from me when you're extra

Move from me with the passa

Iâ€™m buildin' up a house where they raised me

You move with me Iâ€™ll go crazy


Donâ€™t switch on me, I got big plans

We need to fall off to the islands

And get you gold, no spray tans

I need you to stop runnin' back to your ex, heâ€™s a wasteman

I wanna know, how come we can never slash and stay friends?

Iâ€™m blem for real, I might just say how I feel

Iâ€™m blem for real, I might just say how I feel


I know we canâ€™t keep it together forever

'Cause youâ€™re crazy sometimes

And I only see you sometimes

Move from me when you're extra

Move from me with the passa

Iâ€™m buildin' up a house where they raised me

You move with me Iâ€™ll goâ€”look


Donâ€™t switch on me, I got big plans

We need to fall off to the islands

And get you gold, no spray tans

I need you to stop runnin' back to your ex, heâ€™s a wasteman

I wanna know, how come we can never slash and stay friends?

Iâ€™m blem for real, I might just say how I feel

Iâ€™m blem for real, I might just say how I feel


Together forever

Good morning, good afternoon, goodnight!

I'm here to talk about More Life

One second"

Hip-Hop,Drake,More LIfe ,4422,"I'm runnin', but can't run away

You say you changed

But you never change up


44, 22

You built it up to break it halfway through

Just make the call, 22

But you're just the same as I ever knew

44, 22

You built it up to break it halfway through

Just make the call, 22

But you're just the same as I ever knew

44, 22

You built it up to break it halfway through

Just make the call, 22

But you're just the same as I ever knew

44, 22

You built it up to break it halfway through

Just make the call, 22

But you're just the same as I ever knew

44, 22

You built it up to break it halfway through

Just make the call, 22

But you're just the same as I ever knew

44, 22

You built it up to break it halfway through

Just make the call, 22

But you're just the same as I ever knew

44


I know I fear trust

I know I fear fear too much

On my plate, lookin' up

Outer space, Pearly Gates


I'm runnin', but can't run away

You say you changed

But you never change up"

Hip-Hop,Drake,More LIfe ,Gyalchester ,"HermÃ¨s link, ice-blue mink

Tat on my ribs like I do not know what permanent is

They want me gone, wait for the kicker

Bury me now and I only get bigger

That's word to my nigga


Yeah, October Firm in the cut

Stay at the top like I'm stuck

That's just how I'm givin' it up

She wanna get married tonight

But I can't take a knee, 'cause I'm wearin' all white

Me and my broski are twins, but we don't look alike

I don't take naps

Me and the money are way too attached to go and do that

Muscle relax

That and a spliff put me right on my back, I gotta unpack

Virginia Black

I could go make enough money off that and not even rap

What's that? Facts?

Contract max, I gotta bring that shit back


HermÃ¨s link, ice-blue mink

Tat on my ribs like I do not know what permanent is

They want me gone, out of the picture

Bury me now and I only get bigger

That's word to my, word to myâ€_


I'm so hot, yeah, Iâ€™m so right now

Who's not gang, bitch? Let me find out

Keep hearin' clicks when I'm talkin' on the iPhone

Feds in the city hate to see us on a high note

I switch flow like I switch time zone

Can't get Nobu, but you can get Milestone

I gotta do mansion 'cause I outgrew condo

Got a new Maybach, she wanna fuck on the drive home

Yeah, met her once and I got through

I'm never washed, but I'm not new

I know I said top five, but Iâ€™m top two

And Iâ€™m not two and I got one

Thought you had one, but it's not one, nigga, nah


HermÃ¨s link, ice-blue mink

Tat on my ribs like I do not know what permanent is

They want me gone, wait for the kicker

Bury me now and I only get bigger

That's word to my nigga"

Hip-Hop,Drake,More LIfe ,Skepta Interlude ,"It's a madness

Check my account, it's a madness (Mmm)

Block that account, it's a catfish (Yeah)

Block that account, it's a catfish (Dubplate special)

Check my account, that's a madness

Check my account, that's a madness (OVO, BBK)

Block that account, that's a catfish

Block that account, that's a catfish


You don't know me, you better get to know me

Stand up tall, right next to Kobe

A young G, I had the weapon on me

Slice up work like pepperoni (*shing*)

The police still arrest the homies

No statement, no testimony

Spit in your face with extra bogey

It's my time, I don't flex a Rollie

On cloud 9, a man's extra cosy (greaze)

I might switch it up and direct a movie

Pussyholes tried to execute me

Died and came back as Fela Kuti

Don't phone me, send a text to Julie

OVO, man's so unruly

South by, ride out, no Suzuki

Got the Austin Powers, a man's extra groovy

Greaze, front row, jacket tailor-made

Crackhead swag with the razor blade

Red umbrella when I make it rain

My whole team winnin', we don't play your game

Sound like me, but they ain't the same

See them online tryna fake the fame

They wanna bust jokes, they think I'm Damon Wayans


It's a madness

Check my account, it's a madness (More Life)

Block that account, it's a catfish

Block that account, it's a catfish (OVO, BBK)

Check my account, that's a madness (dubplate)

Check my account, that's a madness (street team)

Block that account, it's a catfish

Block that account, it's a catfish


Yeah, they're nothin' like me, I'm a fuckin' villain

Go against me, that's a tough decision

Police wish I was stuck in prison

Fish-eye lens on my tunnel vision (straight)

Real life greaze when I touch the riddim

Still the same guy when I touched a million

Record labels wanted us to listen

But it's greatness only for the love of Britain

I say it how it is and no fucks are given

Greaze, so don't forget to remember me

Especially all my enemies

Keep your eyes on me with your jealousy

The most solid gang that you will ever see

Just came back from the embassy

Check my crime sheet, check my legacy

And now I'm back on tour, so what you tellin' me?

(Greaze) Taliban, Halloween

Pull up in the whip with the gasoline

Yeah, that's that boy from the magazine

Bust my dance at the cash machine

Make her back it up, bounce on my trampoline

Like Martin Luther, man, I had a dream

Now it's my world, you can have the scene


It's a madness

Check my account, it's a madness

Block that account, it's a catfish

Block that account, it's a catfish

Check my account, that's a madness

Check my account, that's a madness

Block that account, it's a catfish

Block that account, it's a catfish"

Hip-Hop,Drake,More LIfe ,Portland ,"Murda on the beat, so it's not nice

Yeah

Itâ€™s all Habibis ting, ya?


Yeah, my side girl got a 5S with the screen cracked

Still hit me back right away, better not never hesitate

Don't come around thinkin' you gettin' saved

Tryna show the dogs brighter days

Got a torch, tryna light the way

Bitin' everybody, which is ironic 'cause your next album probably won't ever see the light of day

Have fans but you let 'em down

But I guess that's how you niggas gettin' down

I'm so high up I'm like, ""How is niggas really gettin' down?""

I could never have a kid, then be out here still kiddin' around

Boys playin' around, where you really wanna take it now?

I got a hundred fifty thousand dollars for an after party

And I gave it to the killas just to break it down

Bring us up, I never take us down

But if you bring me up, then they might take you down

Fake fuck with me back then

But it's gettin' hard for you to fake it now

Fuck bein' rich when I'm forty, man, I'm tryna make it now


Hell nah

Never let these niggas ride your wave

Nope, no way, nah

Never let these niggas ride your wave

Nope, no way, nah

Park the Benz just to the ride the Wraith

Skrrt, skrrt

Ten million dollars, gotta hide the safe

Skrrt, skrrt, oh

Michael Phelps with the swim moves

Skrrt, skrrt, oh

Michael Jordan with the tennis shoes

Skrrt, Skrrt


(Quavo) Young nigga, I invented you

Ike Turner with the left hand

Griselda Blanco with the trap moves

Gangland with the right hand

Undertaker with the tattoos

Never listen to the class rules

Switch it up would be the last move (Let's go!)

I'm a magnet for bad bitches (magnet)

You got the going out sad bitches

I spent a fifty on the chain (racks)

You spent your last fifty (ugh, cash)

I got the keys to the streets (keys)

You got the key to defeat (defeated)

I got the keys to the warzone (brrrapt)

You got the key to the bees (ugh)


Hell nah

Never let these niggas ride your wave

Nope, no way, nah

Never let these niggas ride your wave

Nope, no way, nah

Park the Benz just to ride the Wraith

Skrrt, skrrt

Ten million dollars, gotta hide the safe


We gon' go live, we gon' go live, yep

We gon' go live, we gon' go live, yep

Gettin' loose, off the Henny rock, and a hint of Goose

Ocean deep in my swimmin' pool

Throwin' Dead Prez in my livin' room

Takin' shots, feelin' bulletproof

Flood my rollie, told my bitch, ""Let's go snorkelin'!""

Out in Portland, tryna get in her organs

No, I did not sign with Jay, but I still send a Tidal wave

(Yeah) I might just go get the fade

Buy the du-rag and just tie the waves

It's lit at the crib, you could stay

Me and Drake kick like Kid N' Play

The way that she servin' that cake, I gotta sit back and digest

I guess, fuck the fuck-shit, I'm biased

I mix, double the cup when I'm stressed

Got my momma out the basement

That's a different type of face lift

Free Max B out the bracelets

Don't hit us askin' what the wave is


Hell nah

Never let these niggas ride your wave

Nope, no way, nah

Never let these niggas ride your wave

Nope, no way, nah

Park the Benz just to the ride the Wraith

Skrrt, skrrt

Ten million dollars, gotta hide the safe

Skrrt, skrrt, oh

Michael Phelps with the swim moves

Skrrt, skrrt, oh

Michael Jordan with the tennis shoes

Skrrt, Skrrt, oh

Michael Phelps with the swim moves

Skrrt, skrrt, oh

Michael Jordan with the tennis shoes"

Hip-Hop,Drake,More LIfe ,Sacrifices ,"Wrote this shit, January 21

Baby girl, I had to run, I'll be back a couple months

Kendall turned 21, was up the street with 21

They could see me online, but they won't see me on the ones

I got Dubai plates in the California state

I got her waitin' at my place, I got no baby on the way

I'm talkin' Baby like Stunna, I'm talkin' Baby like Face

Lost millions in the past, I'm talkin' maybe like eight

Couple niggas from the city

Wishin' on a star, could they be like Drake

Sorry, no, not today, you gotta find your own way

Big dog from the 6, I'm talkin' Dogg like Nate

My shit be raw out the gate, I don't need another take

40 got house on the lake, I ain't know we had a lake

She complainin' how I'm late, I ain't know it was a date

Niggas see me in person, first thing they say is

""I know you need a break""

Hell naw, I feel great, ready now, why wait?

Like a kiss from a rose

I could be the one to seal your whole fate

So be careful what you think, think about what you gon' say

Gotta deal with people straight, I got my 23's laced

It's a marathon, not a sprint, but I still gotta win the race, yeah


And I'm convinced

I made sacrifices, I been ballin' ever since

We seein' so many blessings, shit don't make no sense

Someone watchin' over us, so shout goes out to him

Yeah, I'm convinced

I made sacrifices, I been ballin' ever since

Yeah, I did some wrong, I had no choice in my defense

Someone watchin' over us, so shout goes out toâ€”


2 Chainz, I'm a real one

Few shows, that's a mil run

When she bust it down

I said, ""Thanks for givin' to me,"" like a pilgrim

Cold world'll be chillin'

Earmuffs on the children

Used to trap out the Hilton

Got wood on the Cartiers; that's a face full of splinters

Count a bankroll for dinner

This the wrong place to enter

Phone sex for breakfast, all kinda women text us

Met her at the Super Bowl

Told her I stayed down the street from Texas

A-Town, I stay down, yeah, it's all in the wrist

This one here out the fence

Trap jumpin' like the Carter, we into jumpin' like Vince

Moved on from the election

Introduced her to the plug

Can't believe they tried to take the connection

Ooh, girl, you a blessin', fine ass, be finessin'

Yeah, I love my fans

But I don't wanna take pictures in the restroom

